subject,TR,experiment,Model,Manufacturer
VUIISXNAT04_S17367,3.0,VUIISXNAT04_E232788,DISCOVERY_MR750,GE
VUIISXNAT04_S17367,3.0,VUIISXNAT04_E232223,DISCOVERY_MR750,GE
VUIISXNAT04_S17510,0.607,VUIISXNAT04_E232094,Prisma_fit,Siemens
VUIISXNAT04_S17083,3.0,VUIISXNAT04_E231278,Achieva,Philips
VUIISXNAT04_S17083,3.0,VUIISXNAT04_E231411,Achieva,Philips
VUIISXNAT04_S17083,3.0,VUIISXNAT04_E231964,Achieva,Philips
VUIISXNAT04_S17083,3.0,VUIISXNAT04_E231093,Achieva,Philips
VUIISXNAT04_S17083,3.0,VUIISXNAT04_E230993,Achieva,Philips
VUIISXNAT04_S17252,0.607,VUIISXNAT04_E231779,Prisma_fit,Siemens
VUIISXNAT04_S17252,0.607,VUIISXNAT04_E232090,Prisma_fit,Siemens
VUIISXNAT04_S17599,3.0,VUIISXNAT04_E232271,Achieva_dStream,Philips
VUIISXNAT04_S17599,3.0,VUIISXNAT04_E232433,Achieva_dStream,Philips
VUIISXNAT04_S17599,3.0,VUIISXNAT04_E232655,Achieva_dStream,Philips
VUIISXNAT04_S17548,0.607,VUIISXNAT04_E232160,Prisma,Siemens
VUIISXNAT04_S17128,3.0,VUIISXNAT04_E231169,Intera,Philips
VUIISXNAT04_S17074,3.0,VUIISXNAT04_E231126,Achieva,Philips
VUIISXNAT04_S17074,3.0,VUIISXNAT04_E230984,Achieva,Philips
VUIISXNAT04_S17074,3.0,VUIISXNAT04_E231254,Achieva,Philips
VUIISXNAT04_S17513,0.607,VUIISXNAT04_E232097,Prisma_fit,Siemens
VUIISXNAT04_S17414,3.0,VUIISXNAT04_E232537,Skyra,Siemens
VUIISXNAT04_S17414,3.0,VUIISXNAT04_E231975,Skyra,Siemens
VUIISXNAT04_S17494,3.0,VUIISXNAT04_E232069,Achieva_dStream,Philips
VUIISXNAT04_S17112,3.0,VUIISXNAT04_E231022,Achieva,Philips
VUIISXNAT04_S17112,3.0,VUIISXNAT04_E231146,Achieva,Philips
VUIISXNAT04_S17112,3.0,VUIISXNAT04_E231566,Achieva,Philips
VUIISXNAT04_S17112,3.0,VUIISXNAT04_E231443,Achieva,Philips
VUIISXNAT04_S17425,0.788,VUIISXNAT04_E232696,Skyra,Siemens
VUIISXNAT04_S17425,3.0,VUIISXNAT04_E231986,Skyra,Siemens
VUIISXNAT04_S17348,3.0,VUIISXNAT04_E231895,Verio,Siemens
VUIISXNAT04_S17648,3.0,VUIISXNAT04_E232352,Verio,Siemens
VUIISXNAT04_S16984,3.0,VUIISXNAT04_E231656,Intera,Philips
VUIISXNAT04_S16984,3.0,VUIISXNAT04_E232026,Intera,Philips
VUIISXNAT04_S16984,3.0,VUIISXNAT04_E230892,Intera,Philips
VUIISXNAT04_S16984,3.0,VUIISXNAT04_E231423,Intera,Philips
VUIISXNAT04_S16984,3.0,VUIISXNAT04_E231549,Intera,Philips
VUIISXNAT04_S17221,3.0,VUIISXNAT04_E231717,Prisma_fit,Siemens
VUIISXNAT04_S17661,3.0,VUIISXNAT04_E232548,SIGNA_Premier,GE
VUIISXNAT04_S17661,3.0,VUIISXNAT04_E232440,SIGNA_Premier,GE
VUIISXNAT04_S17423,3.0,VUIISXNAT04_E232403,Prisma_fit,Siemens
VUIISXNAT04_S17423,3.0,VUIISXNAT04_E232675,Prisma_fit,Siemens
VUIISXNAT04_S17423,3.0,VUIISXNAT04_E231984,Prisma_fit,Siemens
VUIISXNAT04_S17613,3.0,VUIISXNAT04_E232441,SIGNA_Premier,GE
VUIISXNAT04_S17613,3.0,VUIISXNAT04_E232289,DISCOVERY_MR750w,GE
VUIISXNAT04_S17613,3.0,VUIISXNAT04_E232549,SIGNA_Premier,GE
VUIISXNAT04_S17151,3.0,VUIISXNAT04_E231539,Intera,Philips
VUIISXNAT04_S17151,3.0,VUIISXNAT04_E231289,Intera,Philips
VUIISXNAT04_S17629,3.0,VUIISXNAT04_E232310,Ingenia,Philips
VUIISXNAT04_S17629,3.0,VUIISXNAT04_E232597,Ingenia,Philips
VUIISXNAT04_S17664,3.0,VUIISXNAT04_E232493,DISCOVERY_MR750,GE
VUIISXNAT04_S17664,3.0,VUIISXNAT04_E232463,DISCOVERY_MR750,GE
VUIISXNAT04_S17643,3.0,VUIISXNAT04_E232324,Achieva_dStream,Philips
VUIISXNAT04_S17500,3.0,VUIISXNAT04_E232381,DicomCleaner,NaN
VUIISXNAT04_S17500,3.0,VUIISXNAT04_E232078,Prisma_fit,Siemens
VUIISXNAT04_S17542,3.0,VUIISXNAT04_E232149,Prisma_fit,Siemens
VUIISXNAT04_S17501,3.0,VUIISXNAT04_E232079,DicomCleaner,NaN
VUIISXNAT04_S17501,3.0,VUIISXNAT04_E232388,DicomCleaner,NaN
VUIISXNAT04_S17609,3.0,VUIISXNAT04_E232285,DISCOVERY_MR750w,GE
VUIISXNAT04_S16964,3.001,VUIISXNAT04_E231333,Intera,Philips
VUIISXNAT04_S16964,3.0,VUIISXNAT04_E230873,Intera,Philips
VUIISXNAT04_S17235,3.0,VUIISXNAT04_E231761,Prisma,Siemens
VUIISXNAT04_S17581,3.0,VUIISXNAT04_E232231,Prisma_fit,Siemens
VUIISXNAT04_S17581,3.0,VUIISXNAT04_E232583,Prisma_fit,Siemens
VUIISXNAT04_S17546,0.607,VUIISXNAT04_E232158,Prisma,Siemens
VUIISXNAT04_S17546,0.607,VUIISXNAT04_E232706,Prisma,Siemens
VUIISXNAT04_S17308,3.0,VUIISXNAT04_E232560,Skyra,Siemens
VUIISXNAT04_S17308,3.0,VUIISXNAT04_E231849,Skyra,Siemens
VUIISXNAT04_S17308,3.0,VUIISXNAT04_E232299,Skyra,Siemens
VUIISXNAT04_S17308,3.0,VUIISXNAT04_E232432,Skyra,Siemens
VUIISXNAT04_S17575,3.0,VUIISXNAT04_E232235,DISCOVERY_MR750,GE
VUIISXNAT04_S17170,3.0,VUIISXNAT04_E231449,Ingenia,Philips
VUIISXNAT04_S17714,3.0,VUIISXNAT04_E232631,DISCOVERY_MR750,GE
VUIISXNAT04_S17285,0.607,VUIISXNAT04_E232679,Prisma,Siemens
VUIISXNAT04_S17285,0.607,VUIISXNAT04_E232372,Prisma,Siemens
VUIISXNAT04_S17285,0.607,VUIISXNAT04_E231817,Prisma,Siemens
VUIISXNAT04_S17284,0.607,VUIISXNAT04_E232540,Prisma,Siemens
VUIISXNAT04_S17284,0.607,VUIISXNAT04_E231816,Prisma,Siemens
VUIISXNAT04_S17735,3.0,VUIISXNAT04_E232686,Prisma_fit,Siemens
VUIISXNAT04_S17639,0.607,VUIISXNAT04_E232320,Prisma_fit,Siemens
VUIISXNAT04_S17631,0.607,VUIISXNAT04_E232312,Prisma_fit,Siemens
VUIISXNAT04_S17631,0.607,VUIISXNAT04_E232618,Prisma_fit,Siemens
VUIISXNAT04_S17326,3.0,VUIISXNAT04_E231867,TrioTim,Siemens
VUIISXNAT04_S17553,3.0,VUIISXNAT04_E232172,Prisma_fit,Siemens
VUIISXNAT04_S16998,3.0,VUIISXNAT04_E231686,Prisma_fit,Siemens
VUIISXNAT04_S16998,3.001,VUIISXNAT04_E231165,Intera,Philips
VUIISXNAT04_S16998,3.001,VUIISXNAT04_E231481,Intera,Philips
VUIISXNAT04_S16998,3.025,VUIISXNAT04_E231603,Intera,Philips
VUIISXNAT04_S16998,3.001,VUIISXNAT04_E231354,Intera,Philips
VUIISXNAT04_S16998,3.001,VUIISXNAT04_E230908,Intera,Philips
VUIISXNAT04_S16998,3.001,VUIISXNAT04_E231031,Intera,Philips
VUIISXNAT04_S16998,3.025,VUIISXNAT04_E231625,Intera,Philips
VUIISXNAT04_S17047,3.0,VUIISXNAT04_E230957,Achieva,Philips
VUIISXNAT04_S17047,3.0,VUIISXNAT04_E231238,Achieva,Philips
VUIISXNAT04_S17047,3.0,VUIISXNAT04_E231087,Achieva,Philips
VUIISXNAT04_S17047,3.0,VUIISXNAT04_E232357,Achieva_dStream,Philips
VUIISXNAT04_S17047,3.0,VUIISXNAT04_E231525,Achieva,Philips
VUIISXNAT04_S17047,3.0,VUIISXNAT04_E231657,Achieva,Philips
VUIISXNAT04_S17047,3.0,VUIISXNAT04_E231385,Achieva,Philips
VUIISXNAT04_S17047,3.0,VUIISXNAT04_E231754,Achieva,Philips
VUIISXNAT04_S17227,3.0,VUIISXNAT04_E231729,SIGNA_Premier,GE
VUIISXNAT04_S17180,2.925,VUIISXNAT04_E231520,Signa_HDxt,GE
VUIISXNAT04_S17161,3.0,VUIISXNAT04_E232667,Achieva_dStream,Philips
VUIISXNAT04_S17161,3.0,VUIISXNAT04_E232478,Achieva_dStream,Philips
VUIISXNAT04_S17161,3.0,VUIISXNAT04_E231320,Achieva,Philips
VUIISXNAT04_S17161,3.0,VUIISXNAT04_E231588,Achieva_dStream,Philips
VUIISXNAT04_S17064,3.0,VUIISXNAT04_E231393,Achieva,Philips
VUIISXNAT04_S17064,3.0,VUIISXNAT04_E231220,Achieva,Philips
VUIISXNAT04_S17064,3.0,VUIISXNAT04_E230974,Achieva,Philips
VUIISXNAT04_S17064,3.0,VUIISXNAT04_E231098,Achieva,Philips
VUIISXNAT04_S17249,3.0,VUIISXNAT04_E231775,Prisma_fit,Siemens
VUIISXNAT04_S17249,0.607,VUIISXNAT04_E232349,Prisma_fit,Siemens
VUIISXNAT04_S17072,3.0,VUIISXNAT04_E231401,Achieva,Philips
VUIISXNAT04_S17072,3.0,VUIISXNAT04_E231542,Achieva,Philips
VUIISXNAT04_S17072,3.0,VUIISXNAT04_E231136,Achieva,Philips
VUIISXNAT04_S17072,3.0,VUIISXNAT04_E231268,Achieva,Philips
VUIISXNAT04_S17072,3.0,VUIISXNAT04_E230982,Achieva,Philips
VUIISXNAT04_S16967,3.0,VUIISXNAT04_E231690,Prisma_fit,Siemens
VUIISXNAT04_S16967,0.607,VUIISXNAT04_E232336,Prisma_fit,Siemens
VUIISXNAT04_S16967,3.0,VUIISXNAT04_E231670,Prisma_fit,Siemens
VUIISXNAT04_S16967,3.025,VUIISXNAT04_E231595,Intera,Philips
VUIISXNAT04_S16967,3.001,VUIISXNAT04_E231341,Intera,Philips
VUIISXNAT04_S16967,3.001,VUIISXNAT04_E230876,Intera,Philips
VUIISXNAT04_S17004,3.001,VUIISXNAT04_E231044,Intera,Philips
VUIISXNAT04_S17004,3.0,VUIISXNAT04_E231671,Prisma_fit,Siemens
VUIISXNAT04_S17004,3.001,VUIISXNAT04_E231187,Intera,Philips
VUIISXNAT04_S17004,0.607,VUIISXNAT04_E232345,Prisma_fit,Siemens
VUIISXNAT04_S17004,3.025,VUIISXNAT04_E231494,Intera,Philips
VUIISXNAT04_S17004,3.001,VUIISXNAT04_E230914,Intera,Philips
VUIISXNAT04_S17463,0.607,VUIISXNAT04_E232025,Prisma,Siemens
VUIISXNAT04_S17463,0.607,VUIISXNAT04_E232181,Prisma,Siemens
VUIISXNAT04_S17497,3.0,VUIISXNAT04_E232074,Achieva,Philips
VUIISXNAT04_S17595,3.0,VUIISXNAT04_E232262,DISCOVERY_MR750,GE
VUIISXNAT04_S17338,3.0,VUIISXNAT04_E232746,SIGNA_Premier,GE
VUIISXNAT04_S17338,3.0,VUIISXNAT04_E231880,DISCOVERY_MR750,GE
VUIISXNAT04_S17635,0.607,VUIISXNAT04_E232316,Prisma_fit,Siemens
VUIISXNAT04_S17635,0.607,VUIISXNAT04_E232617,Prisma_fit,Siemens
VUIISXNAT04_S17763,3.0,VUIISXNAT04_E232786,Ingenia,Philips
VUIISXNAT04_S17145,3.0,VUIISXNAT04_E231276,Achieva,Philips
VUIISXNAT04_S17742,3.0,VUIISXNAT04_E232725,Prisma_fit,Siemens
VUIISXNAT04_S17050,3.0,VUIISXNAT04_E231739,Achieva,Philips
VUIISXNAT04_S17050,3.0,VUIISXNAT04_E231534,Achieva,Philips
VUIISXNAT04_S17050,3.0,VUIISXNAT04_E230960,Achieva,Philips
VUIISXNAT04_S17050,3.0,VUIISXNAT04_E231103,Achieva,Philips
VUIISXNAT04_S17050,3.0,VUIISXNAT04_E231658,Achieva,Philips
VUIISXNAT04_S17050,3.0,VUIISXNAT04_E231395,Achieva,Philips
VUIISXNAT04_S17050,3.0,VUIISXNAT04_E231222,Achieva,Philips
VUIISXNAT04_S17446,3.0,VUIISXNAT04_E232008,Prisma_fit,Siemens
VUIISXNAT04_S17446,3.0,VUIISXNAT04_E232167,Prisma_fit,Siemens
VUIISXNAT04_S17516,0.607,VUIISXNAT04_E232458,Prisma_fit,Siemens
VUIISXNAT04_S17516,3.0,VUIISXNAT04_E232102,Prisma_fit,Siemens
VUIISXNAT04_S17516,0.607,VUIISXNAT04_E232397,Prisma_fit,Siemens
VUIISXNAT04_S17040,3.0,VUIISXNAT04_E230950,Ingenuity,Philips
VUIISXNAT04_S17040,3.0,VUIISXNAT04_E231206,Ingenuity,Philips
VUIISXNAT04_S17040,3.0,VUIISXNAT04_E231069,Ingenuity,Philips
VUIISXNAT04_S17154,3.0,VUIISXNAT04_E231298,Achieva,Philips
VUIISXNAT04_S17578,3.0,VUIISXNAT04_E232228,Verio,Siemens
VUIISXNAT04_S17291,3.0,VUIISXNAT04_E232487,SIGNA_Premier,GE
VUIISXNAT04_S17291,3.0,VUIISXNAT04_E231826,DISCOVERY_MR750w,GE
VUIISXNAT04_S17291,3.0,VUIISXNAT04_E232281,DISCOVERY_MR750w,GE
VUIISXNAT04_S17291,3.0,VUIISXNAT04_E232428,SIGNA_Premier,GE
VUIISXNAT04_S17291,3.0,VUIISXNAT04_E232529,DISCOVERY_MR750w,GE
VUIISXNAT04_S17292,3.0,VUIISXNAT04_E232350,Verio,Siemens
VUIISXNAT04_S17292,3.0,VUIISXNAT04_E231829,Verio,Siemens
VUIISXNAT04_S17621,3.0,VUIISXNAT04_E232557,Skyra,Siemens
VUIISXNAT04_S17621,3.0,VUIISXNAT04_E232300,Skyra,Siemens
VUIISXNAT04_S17621,3.0,VUIISXNAT04_E232445,Skyra,Siemens
VUIISXNAT04_S17572,3.0,VUIISXNAT04_E232213,TrioTim,Siemens
VUIISXNAT04_S17572,3.0,VUIISXNAT04_E232782,TrioTim,Siemens
VUIISXNAT04_S17552,0.607,VUIISXNAT04_E232709,Prisma,Siemens
VUIISXNAT04_S17552,0.607,VUIISXNAT04_E232164,Prisma,Siemens
VUIISXNAT04_S17139,3.0,VUIISXNAT04_E231250,Achieva,Philips
VUIISXNAT04_S17436,3.0,VUIISXNAT04_E231997,Prisma,Siemens
VUIISXNAT04_S17612,3.0,VUIISXNAT04_E232288,DISCOVERY_MR750w,GE
VUIISXNAT04_S17612,3.0,VUIISXNAT04_E232547,SIGNA_Premier,GE
VUIISXNAT04_S17596,3.0,VUIISXNAT04_E232263,DISCOVERY_MR750,GE
VUIISXNAT04_S17304,0.607,VUIISXNAT04_E232331,Prisma_fit,Siemens
VUIISXNAT04_S17304,3.0,VUIISXNAT04_E231845,Prisma_fit,Siemens
VUIISXNAT04_S17130,3.0,VUIISXNAT04_E231199,Achieva,Philips
VUIISXNAT04_S17212,3.0,VUIISXNAT04_E231706,Prisma,Siemens
VUIISXNAT04_S17521,3.0,VUIISXNAT04_E232112,DISCOVERY_MR750,GE
VUIISXNAT04_S17630,0.607,VUIISXNAT04_E232311,Prisma_fit,Siemens
VUIISXNAT04_S17669,3.0,VUIISXNAT04_E232479,Achieva_dStream,Philips
VUIISXNAT04_S17669,3.0,VUIISXNAT04_E232669,Achieva_dStream,Philips
VUIISXNAT04_S17034,3.00044,VUIISXNAT04_E230944,Achieva,Philips
VUIISXNAT04_S17034,3.005,VUIISXNAT04_E231518,Achieva,Philips
VUIISXNAT04_S17034,3.0,VUIISXNAT04_E231740,Prisma,Siemens
VUIISXNAT04_S17034,3.00044,VUIISXNAT04_E231215,Achieva,Philips
VUIISXNAT04_S17198,2.925,VUIISXNAT04_E231664,Signa_HDxt,GE
VUIISXNAT04_S17569,3.0,VUIISXNAT04_E232210,SIGNA_Premier,GE
VUIISXNAT04_S17056,3.0,VUIISXNAT04_E230966,Achieva,Philips
VUIISXNAT04_S17056,3.0,VUIISXNAT04_E231228,Achieva,Philips
VUIISXNAT04_S17056,3.0,VUIISXNAT04_E231390,Achieva,Philips
VUIISXNAT04_S17056,3.0,VUIISXNAT04_E231639,Achieva,Philips
VUIISXNAT04_S17056,3.0,VUIISXNAT04_E231756,Achieva,Philips
VUIISXNAT04_S17056,3.0,VUIISXNAT04_E232068,Achieva,Philips
VUIISXNAT04_S17056,3.0,VUIISXNAT04_E231076,Achieva,Philips
VUIISXNAT04_S17056,3.0,VUIISXNAT04_E231536,Achieva,Philips
VUIISXNAT04_S17087,3.0,VUIISXNAT04_E231114,Intera,Philips
VUIISXNAT04_S17087,3.0,VUIISXNAT04_E231235,Intera,Philips
VUIISXNAT04_S17087,3.0,VUIISXNAT04_E230997,Intera,Philips
VUIISXNAT04_S17087,3.0,VUIISXNAT04_E231451,Intera,Philips
VUIISXNAT04_S17642,3.0,VUIISXNAT04_E232323,Achieva_dStream,Philips
VUIISXNAT04_S17625,3.0,VUIISXNAT04_E232306,Prisma_fit,Siemens
VUIISXNAT04_S17625,3.0,VUIISXNAT04_E232593,Prisma_fit,Siemens
VUIISXNAT04_S17032,3.0,VUIISXNAT04_E230942,GEMINI,Philips
VUIISXNAT04_S17032,3.0,VUIISXNAT04_E231194,GEMINI,Philips
VUIISXNAT04_S17032,3.0,VUIISXNAT04_E231380,Ingenuity,Philips
VUIISXNAT04_S17032,3.0,VUIISXNAT04_E231061,Ingenuity,Philips
VUIISXNAT04_S17602,3.0,VUIISXNAT04_E232658,Achieva_dStream,Philips
VUIISXNAT04_S17602,3.0,VUIISXNAT04_E232274,Achieva_dStream,Philips
VUIISXNAT04_S17744,3.0,VUIISXNAT04_E232727,Prisma_fit,Siemens
VUIISXNAT04_S17271,3.0,VUIISXNAT04_E231798,DISCOVERY_MR750,GE
VUIISXNAT04_S17271,3.0,VUIISXNAT04_E232501,DISCOVERY_MR750,GE
VUIISXNAT04_S17126,3.0,VUIISXNAT04_E231127,Achieva,Philips
VUIISXNAT04_S17126,3.0,VUIISXNAT04_E231284,Achieva,Philips
VUIISXNAT04_S17496,3.0,VUIISXNAT04_E232073,Achieva,Philips
VUIISXNAT04_S17496,3.0,VUIISXNAT04_E232368,Achieva,Philips
VUIISXNAT04_S17752,3.0,VUIISXNAT04_E232764,Skyra_fit,Siemens
VUIISXNAT04_S17365,3.0,VUIISXNAT04_E232221,DISCOVERY_MR750,GE
VUIISXNAT04_S17365,3.0,VUIISXNAT04_E232420,DISCOVERY_MR750,GE
VUIISXNAT04_S17365,3.0,VUIISXNAT04_E231912,DISCOVERY_MR750,GE
VUIISXNAT04_S16979,3.0,VUIISXNAT04_E231759,Achieva,Philips
VUIISXNAT04_S16979,3.0,VUIISXNAT04_E232355,Achieva_dStream,Philips
VUIISXNAT04_S16979,3.0,VUIISXNAT04_E231507,Achieva,Philips
VUIISXNAT04_S16979,3.0,VUIISXNAT04_E232376,Achieva_dStream,Philips
VUIISXNAT04_S16979,3.0,VUIISXNAT04_E232066,Ingenia_Elition_X,Philips
VUIISXNAT04_S16979,3.0,VUIISXNAT04_E231650,Achieva,Philips
VUIISXNAT04_S16979,3.0,VUIISXNAT04_E231384,Achieva,Philips
VUIISXNAT04_S16979,3.0,VUIISXNAT04_E230887,Achieva,Philips
VUIISXNAT04_S16979,3.0,VUIISXNAT04_E231611,Achieva,Philips
VUIISXNAT04_S17300,3.0,VUIISXNAT04_E231837,DISCOVERY_MR750w,GE
VUIISXNAT04_S17300,3.0,VUIISXNAT04_E232118,DISCOVERY_MR750w,GE
VUIISXNAT04_S17504,3.0,VUIISXNAT04_E232383,TrioTim,Siemens
VUIISXNAT04_S17504,3.0,VUIISXNAT04_E232085,TrioTim,Siemens
VUIISXNAT04_S17504,3.0,VUIISXNAT04_E232416,TrioTim,Siemens
VUIISXNAT04_S17043,3.0,VUIISXNAT04_E231527,Achieva,Philips
VUIISXNAT04_S17043,3.0,VUIISXNAT04_E232361,Achieva_dStream,Philips
VUIISXNAT04_S17043,3.0,VUIISXNAT04_E232067,Ingenia_Elition_X,Philips
VUIISXNAT04_S17043,3.0,VUIISXNAT04_E231130,Achieva,Philips
VUIISXNAT04_S17043,3.0,VUIISXNAT04_E231400,Achieva,Philips
VUIISXNAT04_S17043,3.0,VUIISXNAT04_E231258,Achieva,Philips
VUIISXNAT04_S17043,3.0,VUIISXNAT04_E231668,Achieva,Philips
VUIISXNAT04_S17043,3.0,VUIISXNAT04_E230953,Achieva,Philips
VUIISXNAT04_S17043,3.0,VUIISXNAT04_E231755,Achieva,Philips
VUIISXNAT04_S17077,3.0,VUIISXNAT04_E230987,Achieva,Philips
VUIISXNAT04_S17077,3.0,VUIISXNAT04_E231224,Achieva,Philips
VUIISXNAT04_S17077,3.0,VUIISXNAT04_E231414,Achieva,Philips
VUIISXNAT04_S17077,3.0,VUIISXNAT04_E231096,Achieva,Philips
VUIISXNAT04_S17077,3.0,VUIISXNAT04_E231556,Achieva,Philips
VUIISXNAT04_S17438,3.0,VUIISXNAT04_E231999,Prisma,Siemens
VUIISXNAT04_S17624,3.0,VUIISXNAT04_E232305,Prisma_fit,Siemens
VUIISXNAT04_S17624,3.0,VUIISXNAT04_E232592,Prisma_fit,Siemens
VUIISXNAT04_S17327,3.0,VUIISXNAT04_E231868,TrioTim,Siemens
VUIISXNAT04_S17193,3.0,VUIISXNAT04_E231620,Ingenia,Philips
VUIISXNAT04_S17193,3.0,VUIISXNAT04_E231683,Ingenia,Philips
VUIISXNAT04_S17193,3.0,VUIISXNAT04_E232508,Ingenia,Philips
VUIISXNAT04_S16976,3.0,VUIISXNAT04_E232064,Achieva_dStream,Philips
VUIISXNAT04_S16976,3.0,VUIISXNAT04_E231605,Achieva,Philips
